gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,Yes,Yes,Yes,46,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,110.2,4972.1,No
Female,No,Yes,Yes,32,Yes,Yes,DSL,No,Yes,Yes,No,No,No,No,Bank transfer (automatic),62.45,2045.55,No
Male,No,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Electronic check,89.55,2187.15,No
Male,No,Yes,Yes,6,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Yes,Credit card (automatic),83.55,477.55,Yes
Female,No,No,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit card (automatic),78.9,2976.95,No
Male,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.35,178.7,No
Female,No,Yes,No,16,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),94.65,1461.15,No
Female,No,Yes,No,57,No,No phone service,DSL,Yes,No,Yes,Yes,No,Yes,Yes,Bank transfer (automatic),49.9,2782.4,No
Female,Yes,No,No,17,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Electronic check,89.15,1496.9,Yes
Female,No,No,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.75,452.2,No
Female,No,Yes,No,17,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Yes,Bank transfer (automatic),75.4,1322.55,No
Male,No,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,70.45,70.45,Yes
Female,No,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),21.05,139.75,No
Male,No,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,No,Mailed check,88.85,3000.25,No
Male,No,No,No,33,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),66.4,2245.4,No
Male,No,Yes,Yes,14,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Mailed check,69.2,944.65,No
Male,No,Yes,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Electronic check,103.3,2012.7,Yes
Female,No,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,Bank transfer (automatic),61.4,1864.65,No
Female,No,No,No,18,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.8,1221.65,No
Female,No,Yes,No,16,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,No,Electronic check,90.7,1374.9,No
Male,No,Yes,No,17,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),80.5,1336.9,No
Female,No,No,Yes,19,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Yes,Electronic check,60.6,1297.8,No
Male,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,78.5,242.05,Yes
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,44.75,44.75,No
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.85,63.75,Yes
Male,Yes,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,79.9,260.9,Yes
Male,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Electronic check,107.7,7320.9,No
Female,Yes,No,No,30,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,99.7,2967.35,Yes
Male,Yes,No,No,45,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),93.9,4200.25,No
Male,No,Yes,No,10,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,98.5,1037.75,Yes
Male,No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.4,93.4,No
Female,No,No,No,1,Yes,No,DSL,No,No,Yes,No,No,No,Yes,Mailed check,50.45,50.45,Yes
Male,No,Yes,Yes,22,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Bank transfer (automatic),75,1573.95,No
Female,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Credit card (automatic),100.25,100.25,Yes
Male,No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,No,Electronic check,78.2,1468.75,No
Male,No,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Electronic check,94.2,2607.6,No
Female,No,No,No,16,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Electronic check,88.45,1422.1,Yes
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.85,69.85,Yes
Male,No,No,No,12,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,No,Bank transfer (automatic),81.7,858.6,Yes
Male,No,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,79.9,324.3,Yes
Male,No,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Yes,Bank transfer (automatic),44.65,322.5,No
Male,Yes,Yes,No,41,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Yes,Bank transfer (automatic),83.75,3273.55,Yes
Female,Yes,Yes,No,26,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),98.1,2510.7,No
Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.55,61.05,No
Female,No,No,No,3,Yes,No,DSL,No,No,No,No,Yes,No,Yes,Electronic check,54.2,140.4,No
Female,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Mailed check,69.4,69.4,Yes
Male,No,Yes,No,42,No,No phone service,DSL,Yes,No,No,No,Yes,No,Yes,Bank transfer (automatic),40.15,1626.05,No
Female,No,No,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.9,541.15,Yes
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.35,70.35,No
Female,No,No,No,61,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,No,Mailed check,89.2,5500.6,No
Female,Yes,Yes,No,42,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Credit card (automatic),74.15,3229.4,Yes
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.75,19.75,No
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70.1,70.1,Yes
Male,No,No,No,55,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,96.8,5283.95,Yes
Female,No,No,No,8,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,Bank transfer (automatic),66.05,574.5,No
Female,No,Yes,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.9,400.3,No
Female,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,No,Electronic check,84.3,84.3,Yes
Female,No,No,No,38,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,No,Credit card (automatic),68.15,2656.3,No
Female,No,No,No,28,Yes,No,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,80.6,2244.95,No
Female,No,No,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Yes,Bank transfer (automatic),83.2,1130,No
Female,Yes,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,99.55,1131.2,Yes
Male,Yes,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Electronic check,81.25,585.95,Yes
Male,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.95,19.95,Yes
Female,No,Yes,No,46,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,No,Electronic check,45.55,2062.15,No
Male,Yes,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,No,Electronic check,75.3,720.45,No
Male,No,No,No,32,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Credit card (automatic),93.4,2979.3,No
Male,No,No,No,13,Yes,No,Fiber optic,Yes,No,No,No,No,No,Yes,Credit card (automatic),73.75,956.65,No
Female,No,No,No,44,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Credit card (automatic),88.15,3973.2,No
Male,Yes,No,No,9,Yes,No,DSL,No,No,No,Yes,No,No,No,Mailed check,49.2,447.9,No
Male,No,Yes,Yes,9,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Yes,Bank transfer (automatic),79.35,661.25,Yes
Female,No,No,No,15,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,79.75,1111.85,Yes
Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,No,Credit card (automatic),49,49,No
Female,No,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,100.05,3046.15,Yes
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,69.35,69.35,Yes
Male,No,Yes,No,17,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Yes,Mailed check,49.8,836.35,No
Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,No,Electronic check,85.8,272.2,Yes
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.95,20.95,No
Female,Yes,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,No,Mailed check,50.55,50.55,Yes
Female,Yes,Yes,No,32,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,No,Mailed check,79.3,2570,No
Male,No,Yes,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,80.55,80.55,Yes
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,No,Bank transfer (automatic),44.15,44.15,No
Female,No,Yes,Yes,12,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Yes,Electronic check,84.5,916.9,Yes
Male,No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Electronic check,105.5,6487.2,No
Female,No,No,Yes,17,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Yes,Credit card (automatic),92.7,1556.85,No
Male,No,Yes,Yes,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Yes,Credit card (automatic),96.95,5432.2,No
Female,No,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),20.45,147.55,No
Male,No,No,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),108.2,2203.7,No
Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,67.75,116.65,Yes
Female,Yes,No,No,27,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.25,2287.25,Yes
Male,No,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.15,130.5,No
Female,No,Yes,Yes,8,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Electronic check,55.75,446.8,No
Female,No,No,No,10,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Bank transfer (automatic),80.05,830.7,Yes
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20,20,Yes
Male,No,No,No,34,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,105.35,3540.65,No
Female,No,No,No,22,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Credit card (automatic),48.8,1054.6,Yes
Male,No,No,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,18.95,130.55,No
Female,No,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),69.8,1540.35,No
Female,No,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,106.15,6411.25,No
Male,No,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,25.25,101.9,No
Male,No,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.75,313.4,No
Female,No,No,No,10,Yes,No,DSL,No,No,No,Yes,No,Yes,Yes,Mailed check,60.95,629.55,No
Male,No,No,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,81.15,2640.55,No
Female,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,85.05,85.05,Yes
Female,No,Yes,No,26,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,No,Credit card (automatic),85.9,2196.45,No
Female,No,Yes,No,33,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,Yes,Credit card (automatic),95,3008.15,No
Female,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,21.2,222.65,No
Female,No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20.3,246.3,No
Female,No,No,No,6,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Mailed check,99.95,547.65,Yes
Male,No,No,No,18,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Mailed check,56.25,969.85,No
Male,No,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Bank transfer (automatic),103.65,4747.85,No
Male,No,Yes,No,3,No,No phone service,DSL,Yes,No,No,Yes,No,No,No,Mailed check,35.1,101.1,No
Male,Yes,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Bank transfer (automatic),99.1,6496.15,No
Male,No,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Yes,Mailed check,59.55,59.55,No
Female,Yes,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,79.5,4370.25,Yes
Male,No,Yes,Yes,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.25,144.35,No
Male,No,Yes,No,21,Yes,No,DSL,No,No,No,No,Yes,No,No,Bank transfer (automatic),54.6,1125.2,No
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.7,39.85,No
Male,Yes,No,No,4,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,94.75,422.4,No
Male,No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Yes,Bank transfer (automatic),79.65,251.75,Yes
Female,No,No,No,6,Yes,No,DSL,Yes,No,No,No,No,No,Yes,Electronic check,49.45,314.6,No
Male,No,No,No,52,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Yes,Credit card (automatic),83.8,4331.4,No
Male,Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Bank transfer (automatic),95.35,6382,No
Male,No,No,No,8,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,94.7,740.3,Yes
Female,Yes,No,No,63,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Yes,Bank transfer (automatic),89.6,5538.8,No
Female,No,Yes,No,12,Yes,No,DSL,Yes,No,No,Yes,No,No,No,Bank transfer (automatic),54.2,690.5,No
Female,No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.3,279.3,No
Male,No,No,No,22,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Mailed check,65.05,1427.55,No
Male,No,No,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Yes,Electronic check,92.5,452.7,Yes
Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.45,19.45,Yes
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),18.75,53.15,No
Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,75.55,166.3,Yes
Male,No,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,70,70,Yes
Female,No,No,No,1,No,No phone service,DSL,No,No,No,No,No,No,No,Mailed check,24.4,24.4,No
Male,No,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Yes,Mailed check,65.25,209.9,No
Male,No,No,No,13,Yes,No,DSL,No,No,No,Yes,No,No,Yes,Mailed check,50.55,610.75,No
Female,No,Yes,No,33,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.4,3409.6,Yes
Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,45.25,155.35,No
Female,No,Yes,Yes,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,26.45,911.6,No
Female,No,No,No,15,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,No,Electronic check,86.2,1270.2,Yes
Female,No,Yes,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),75.8,1615.1,No
Male,No,Yes,No,42,No,No phone service,DSL,No,No,No,No,No,No,Yes,Credit card (automatic),25.1,1097.15,No
Female,No,No,No,8,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,44.45,369.3,No
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.5,31.55,Yes
Male,No,No,Yes,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),20.15,432.5,No
Female,Yes,No,No,4,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,74.9,321.75,Yes
Female,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,No,Credit card (automatic),74.9,147.15,Yes
Female,No,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Credit card (automatic),19.2,532.1,No
Female,No,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),19.25,375.25,No
Female,No,No,Yes,2,Yes,No,DSL,Yes,No,No,No,No,Yes,Yes,Credit card (automatic),61.2,125.95,No
Female,No,Yes,Yes,46,No,No phone service,DSL,Yes,Yes,No,No,No,No,No,Bank transfer (automatic),35.05,1620.25,No
Female,No,No,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,100.25,2387.75,Yes
Male,No,No,Yes,13,Yes,No,DSL,No,No,No,No,No,No,No,Mailed check,44,659.35,No
Female,Yes,No,No,25,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Yes,Mailed check,102.8,2660.2,Yes
Male,No,No,Yes,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Electronic check,20,377.55,No
Male,No,Yes,No,10,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,99.85,990.9,Yes
Female,No,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Bank transfer (automatic),94.2,193.8,Yes
Male,Yes,No,No,18,Yes,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Credit card (automatic),58.4,964.9,No
Male,Yes,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,83.85,790.15,Yes
Male,No,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Credit card (automatic),94.7,1914.9,Yes
Female,Yes,Yes,No,70,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Yes,Electronic check,90.85,6470.1,No
Female,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Electronic check,19.9,57.4,No
Male,No,Yes,No,31,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Yes,Credit card (automatic),66.4,2019.8,No
Female,No,Yes,Yes,16,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,No,Bank transfer (automatic),100.7,1522.7,No
Male,No,Yes,Yes,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.85,252,No
Male,No,Yes,No,72,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,94.65,6747.35,No
Female,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,45.85,105.6,No
Male,Yes,No,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,104.35,2271.85,No
Male,Yes,Yes,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Electronic check,78.85,1772.25,Yes
Male,No,No,No,1,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Electronic check,61.15,61.15,No
Male,No,No,No,6,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Yes,Electronic check,78.95,494.95,No
Female,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,44.45,44.45,Yes
Female,Yes,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Yes,Electronic check,96.85,5219.65,No
Male,No,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Yes,Electronic check,84.9,3067.2,Yes
Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,20.25,20.25,Yes
Male,No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,74.35,74.35,Yes
Male,Yes,No,No,31,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),96.6,2877.95,No
Male,No,Yes,No,12,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Yes,Electronic check,84.6,959.9,No
Male,No,No,No,5,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,No,Mailed check,104.1,541.9,Yes
Female,No,No,No,11,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Yes,Bank transfer (automatic),79,929.3,No
Female,Yes,Yes,No,15,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Yes,Electronic check,94.65,1285.05,No
Male,No,No,No,2,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,76.5,162.45,Yes
Male,No,No,No,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Credit card (automatic),23.15,245.2,Yes
Female,No,Yes,Yes,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,80.85,302.75,Yes
Male,No,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,No,Electronic check,91.25,2964.05,No
Male,No,No,No,31,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer (automatic),72.45,2156.25,No
Male,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,78.95,78.95,Yes
Male,Yes,No,No,34,Yes,No,Fiber optic,No,No,No,No,No,No,No,Credit card (automatic),69.15,2275.1,No
Female,No,Yes,Yes,58,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Yes,Electronic check,91.55,5511.65,No
Male,No,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Yes,Electronic check,45.15,98.5,Yes
Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Yes,Electronic check,79.4,244.65,Yes
Female,No,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Yes,Electronic check,68.95,351.5,No
Female,No,No,Yes,2,Yes,No,DSL,No,Yes,No,No,No,No,No,Mailed check,51.55,106.2,No
Female,No,Yes,No,19,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Yes,Electronic check,96.8,1743.05,No
Male,No,No,No,5,Yes,No,Fiber optic,No,No,No,No,No,Yes,No,Mailed check,78.75,426.35,No
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Mailed check,19.55,19.55,No
Male,No,No,No,18,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,80.65,1451.9,Yes
Female,No,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,No,No,No,Mailed check,54.7,235.05,No
Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,No,Mailed check,71.1,71.1,Yes
Male,No,Yes,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Bank transfer (automatic),20,49.65,No
Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.35,46.35,No
Female,Yes,No,No,36,Yes,Yes,Fiber optic,No,No,No,No,No,No,Yes,Bank transfer (automatic),74.9,2659.45,No
Female,No,Yes,Yes,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),19.8,196.75,No
Male,Yes,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Yes,Electronic check,94,94,Yes
Female,No,No,No,28,Yes,No,DSL,No,Yes,No,Yes,No,No,No,Bank transfer (automatic),54.65,1517.5,No
Male,No,Yes,No,38,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,No,Bank transfer (automatic),91.7,3479.05,No
Female,No,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,Bank transfer (automatic),20.3,20.3,No
Female,No,No,No,4,Yes,No,DSL,No,No,No,No,No,No,Yes,Mailed check,46,193.6,Yes
Female,No,No,No,9,Yes,No,DSL,No,Yes,No,Yes,Yes,No,No,Mailed check,66.25,620.55,Yes
Female,No,No,Yes,46,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,99.8,4391.25,No
Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Yes,Electronic check,90,1993.8,Yes
Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No,Mailed check,19.9,19.9,No
Male,No,No,No,1,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,Electronic check,53.95,53.95,Yes
Male,No,No,No,22,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,No,Electronic check,83.05,1799.3,No
Female,Yes,No,No,8,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Yes,Electronic check,105.5,829.55,Yes
